TRADE DATE,INSTRUMENT SERIES CODE,INSTRUMENT NAME,MARKET SEGMENT,MARKET,INSTRUMENT TYPE,INSTRUMENT CLASS,MARKET MAKER,BIST 100 INDEX,BIST 30 INDEX,GROSS SETTLEMENT,SUSPENDED,OPENING PRICE,OPENING SESSION PRICE,LOWEST PRICE,HIGHEST PRICE,CLOSING PRICE,CLOSING SESSION PRICE,CHANGE TO PREVIOUS CLOSING (%),REMAINING BID,REMAINING ASK,VWAP,TOTAL TRADED VALUE,TOTAL TRADED VOLUME,TOTAL NUMBER OF CONTRACTS,REFERENCE PRICE,TRADED VALUE AT OPENING SESSION,TRADED VOLUME AT OPENING SESSION,NUMBER OF CONTRACTS AT OPENING SESSION,TRADED VALUE AT CLOSING SESSION,TRADED VOLUME AT CLOSING SESSION,NUMBER OF CONTRACTS AT CLOSING SESSION,TRADED VALUE OF TRADES AT CLOSING PRICE,TRADED VOLUME OF TRADES AT CLOSING PRICE,NUMBER OF CONTRACTS OF TRADES AT CLOSING PRICE,LOWEST SHORT SALE PRICE,HIGHEST SHORT SALE PRICE,SHORT SALE VWAP,TRADED VALUE OF SHORT SALE TRADES,TRADED VOLUME OF SHORT SALE TRADES,NUMBER OF CONTRACTS OF SHORT SALE TRADES,LOWEST TRADE REPORT PRICE,HIGHEST TRADE REPORT PRICE,TRADE REPORT VWAP,TRADE REPORT TRADED VALUE,TRADE REPORT TRADED VOLUME,NUMBER OF TRADE REPORTS,RSI,SlowK,SlowD,PPO,PVO,ROC_10,ROC_60,StochOscillator_SlowK,StochOscillator_SlowD,TSI,UO,WilliamsR,MACD_Line,MACD_Signal,MACD_Histogram,EMV,Force Index,MFI,NVI,Upper Bollinger Band,Lower Bollinger Band,Upper Donchian Channel,Lower Donchian Channel,Middle Donchian Channel,Upper Keltner Channel,Lower Keltner Channel,Middle Keltner Channel,Ulcer Index,Aroon Up,Aroon Down,CCI,KST,Mass Index,%D,%K,TRIX,Vortex Indicator,Gunluk_Degisim_Orani,Etiket
2020-04-24,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,8.74,8.74,8.67,9.13,8.86,8.86,1.606,8.85,8.86,8.955,493342510.67,55093590.0,56100.0,0.0,2219671.58,253967,180.0,6382380.74,720359,271,2184743.1,246585,98,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,55.90908239875279,50.816935002981445,38.91177842033472,8.208931419457732,-6.199443601101528,-2.207505518763808,7.917174177831887,26.299599965080265,29.56412931656627,15.65340932440712,9.19982629038018,-69.2640692640693,0.2529909082479822,0.2740488149098499,-0.021057906661867687,235946418.14652202,7713102.5999999335,38.615771509789134,4321.951219512192,9.860867707397412,7.329132292602589,12.370000000000003,4.73,8.55,9.856428571428573,7.333571428571429,8.595,170.35501140740072,14.0,6.0,-1.1639991685719449,47.08810936238685,4.763353465793299,26.299599965080372,30.73593073593069,0.5241654739651087,-0.6150537634408602,1.6055045871559492,0
2020-04-27,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,9.01,9.01,8.92,9.23,9.03,9.03,1.919,9.03,9.04,9.084,376750054.63,41473439.0,36829.0,0.0,2643443.9,293390,234.0,4550785.89,503963,180,1527930.18,169206,89,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,57.467748935239484,70.36821705426347,53.065587695907915,6.185195626977396,-15.286806040271633,1.5748031496062964,-4.545454545454564,35.328656018311044,30.138488319273364,26.568957987229265,73.74558607319888,-49.4252873563219,0.2704475563950748,0.27332856320689486,-0.002881006811820075,212681482.4524177,7050484.629999997,36.047648703175746,4404.878048780485,9.777294258162922,7.572705741837079,12.070000000000004,5.630000000000003,8.850000000000001,9.882142857142858,7.467857142857143,8.675,129.58884241607691,15.0,7.0,36.86040735221046,63.89272247146141,4.62668277263464,35.32865601831114,50.5747126436781,0.5542356260195354,-1.9876033057851235,1.9187358916478547,0
2020-04-28,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,9.06,9.06,8.78,9.11,8.79,8.79,-2.658,8.78,8.79,8.935,172018350.77,19252365.0,24136.0,0.0,2831748.3,312555,226.0,2430742.65,276535,224,704298.75,80125,66,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,54.53659198778836,67.31266149870787,62.832604518650896,4.04280526834069,-18.38840541822853,-0.45300113250283935,-4.87012987012988,44.4477212349372,35.358659072776284,-23.289930227522028,84.26281911745718,-47.96747967479686,0.2618970948989787,0.27104226954531163,-0.00914517464633291,-67764804.84878735,-4620567.600000004,70.56481633705934,4287.804878048778,9.789709712667046,7.665290287332953,12.070000000000004,5.630000000000003,8.850000000000001,9.816071428571428,7.63892857142857,8.7275,12.338523787203867,15.0,8.0,26.278317152103295,78.38649542977727,4.489346218107713,44.4477212349373,52.03252032520314,0.5221485897915698,-0.7554479418886204,-2.657807308970102,0
2020-04-29,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,8.85,8.85,8.79,9.12,8.89,8.89,1.138,8.89,8.9,8.96,292507397.08,32645751.0,31996.0,0.0,912921.75,103155,112.0,3256442.56,366304,141,409882.34,46106,21,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,55.55383020966763,65.45893719806753,67.71327191701293,2.4211993153693068,-18.698418903850424,0.11261261261261701,-13.939980638915772,54.93070230615359,44.902359853134065,-4.414915739634607,73.52342646460302,-37.81512605042012,0.2601906410784025,0.2688719438519298,-0.0086813027735273,8863860.517573992,3264575.100000046,67.47288791108514,4336.585365853657,9.79091581709849,7.6660841829015105,12.070000000000004,5.630000000000003,8.850000000000001,9.651357142857144,7.805642857142857,8.7285,5.8318803837955056,15.0,9.0,45.900497512437376,90.18617796244824,4.327476974486171,54.9307023061537,62.18487394957988,0.5080248521562645,-0.5472154963680397,1.137656427758833,0
2020-04-30,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,8.92,8.92,8.53,8.96,8.73,8.73,-1.8,8.73,8.74,8.789,117663653.24,13388081.0,17728.0,0.0,1105241.52,123906,101.0,2176973.91,249367,127,156328.11,17907,25,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,53.49153694002291,48.59385783298823,60.45515217658784,1.0689706762417472,-19.280990079376682,3.6817102137767233,-5.314533622559658,55.97369932616213,51.78404095575109,-67.87696170622077,49.15839883176558,-46.29629629629629,0.24312500755996425,0.2637225565935367,-0.02059754903357247,-57463644.60558046,-2142092.960000002,67.01780269066762,4258.536585365852,9.767643210561527,7.788356789438474,12.070000000000004,5.630000000000003,8.850000000000001,9.636571428571429,7.919428571428572,8.778,13.266961975351961,15.0,10.0,-8.867095719685217,99.09949514256465,4.1799815795889375,55.97369932616223,53.70370370370371,0.45891144224820624,-0.7626112759643925,-1.7997750281214864,0
2020-05-04,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,8.55,8.55,8.44,8.66,8.47,8.47,-2.978,8.47,8.48,8.534,67997898.14,7967772.0,12981.0,0.0,543061.8,63516,238.0,1193880.38,140954,98,240132.97,28351,8,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,50.22848106106568,31.80412506224288,48.61897336443284,-0.16765329891250222,-25.481582665490926,1.6806722689075793,-8.826695371367045,48.5060690943043,53.13682357554012,5594.434685700514,27.73082865586697,-70.37037037037035,0.20624310087104547,0.2522266654490385,-0.04598356457799302,-60270864.26045446,-2071620.7199999983,68.88175813257321,4131.707317073169,9.670955337202576,7.99204466279742,11.864999999999998,6.244999999999997,9.055,9.694357142857141,7.968642857142855,8.831499999999998,38.45922720990308,5.0,11.0,-73.34924423229941,105.15217939482612,4.019985263671152,48.5060690943044,29.629629629629655,0.3657491281264127,-0.8892405063291146,-2.978235967926687,0
2020-05-05,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,8.56,8.56,8.55,9.07,8.89,8.89,4.959,8.89,8.9,8.862,424303144.36,47878562.0,39706.0,0.0,441499.12,51577,101.0,3555599.95,399955,320,817897.78,92002,69,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,55.003536738438555,32.84845583803151,37.748812911087505,-0.4367358963028636,-21.526657130361063,4.5882352941176485,-7.875647668393782,50.617283950617185,51.699017457027985,4.202453723687951,46.56852692521307,-31.481481481481467,0.20850094490826265,0.24348152134088333,-0.034980576432620675,212151572.18,20108996.039999995,75.94103964277295,4336.585365853657,9.668578998815065,7.999421001184934,11.614999999999998,6.994999999999997,9.305,9.688285714285714,7.979714285714285,8.834,2.403701700618912,6.0,12.0,42.59927797833975,108.5169588293771,3.939988210936922,50.617283950617285,68.51851851851853,0.36724148895384984,-0.5614973262032094,4.958677685950412,0
2020-05-06,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,8.91,8.91,8.78,9.07,8.97,8.97,0.9,8.96,8.97,8.929,217271458.95,24332735.0,23271.0,0.0,1818887.4,204140,153.0,3994358.94,445302,143,1239205.5,138150,54,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,55.87197199212224,49.305038471084764,37.98587312378635,-0.26031354950360336,-20.796837703733125,5.903187721369529,-6.073298429319374,58.0246913580246,52.38268146764881,12.176351387983255,36.43093241357971,-24.074074074074055,0.21427559827180076,0.2376403367270668,-0.023364738455266043,86159371.65258609,1946618.8000000017,75.93831835818801,4375.6097560975595,9.62638580544592,8.004614194554073,11.614999999999998,6.994999999999997,9.305,9.691214285714283,7.93978571428571,8.815499999999997,0.4414962307259115,7.0,13.0,80.78817733990039,109.50570145859882,3.8779905687495386,58.024691358024704,75.92592592592595,0.3771361524534749,-0.5802139037433172,0.8998875140607432,0
2020-05-06,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,10.2,10.2,10.12,10.32,10.16,10.16,-0.294,10.16,10.17,10.202,125081664.2,12261020.0,11802.0,0.0,1023111.0,100305,98.0,3092541.44,304384,168,1357010.24,133564,52,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,66.2931880790089,78.53566958698381,53.56305463203333,0.7062270421549436,-23.33431292381462,22.262334536702767,-2.213666987487972,79.0237241850144,62.55523316455217,64.21315162051934,279.08763310350923,-7.373271889400929,0.311286787109081,0.25236962680346964,0.05891716030561134,809903775.6949946,14590613.799999993,86.73281298547727,4956.097560975608,9.253656129988666,8.255343870011334,10.759999999999998,7.279999999999998,9.02,9.604500000000002,7.9045,8.7545,156.59626028165033,8.0,14.0,515.9884915741881,108.4933736093153,3.720392454999632,79.0237241850145,92.62672811059907,0.5977495243472627,0.15486725663716747,13.266443701226304,1
2020-05-07,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,8.97,8.97,8.89,9.43,9.38,9.38,4.571,9.38,9.39,9.23,656126446.12,71087701.0,57193.0,0.0,871919.88,97204,170.0,9321496.94,993763,355,1325459.66,141307,75,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,56.82109785200253,73.14351272423868,66.99474026076905,0.9153052948673079,-9.574496521172481,7.568807339449535,-8.12928501469148,74.23299849997979,70.42713801433972,16.067717452426894,141.78064234806675,-45.85365853658532,0.32152305429374195,0.2662003123015241,0.05532274199221787,-1287951912.7540746,-55448406.77999996,57.866995678938586,4575.6097560975595,9.61682718858023,8.01417281141977,11.404999999999998,7.064999999999998,9.235,9.77407142857143,7.856928571428571,8.8155,58.93886787773565,2.0,15.0,96.20958751393576,105.88334966473938,3.610313963999707,74.23299849997989,54.14634146341467,0.6109877002262746,-0.12184873949579945,-7.677165354330702,0
2020-05-08,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,9.5,9.5,9.31,9.74,9.31,9.31,-0.746,9.31,9.32,9.528,527747349.33,55387918.0,44239.0,0.0,5760534.0,606372,336.0,8860513.2,951720,518,3520688.22,378162,135,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,56.04713791261781,61.47573826982407,71.05164019368215,1.131673928360824,0.3014245114373356,5.0790067720090315,-9.786821705426352,65.83492563036219,73.03054943845224,-1.5165194942441553,97.71908636079462,-49.2682926829268,0.32029479577125386,0.27701920899547006,0.0432755867757838,447971587.2219773,-3877154.2600000156,55.07032098144639,4541.463414634145,9.659773894123962,7.998226105876035,11.404999999999998,7.064999999999998,9.235,9.894714285714285,7.763285714285713,8.828999999999999,69.99232748465491,3.0,13.0,135.42550183771598,102.11284279111969,3.5462511711997657,65.8349256303623,50.731707317073194,0.5978182197122441,-0.09164969450101927,-0.7462686567164208,0
2020-05-11,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,9.3,9.3,8.9,9.34,8.9,8.9,-4.404,8.9,8.92,9.172,263975213.93,28779058.0,28567.0,0.0,3806694.6,409322,291.0,7352717.2,826148,663,2773462.5,311625,201,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,51.6127248083738,33.57668696651747,56.06531265352669,1.090590784507828,-5.524927517240097,-1.439645625692132,-12.315270935960587,45.20325203252023,61.757058720954184,-301.6413297970667,48.615306280960304,-69.2682926829268,0.28297584911379303,0.2782105370191347,0.004765312094658358,-242977185.54920444,-11799413.780000005,51.34775736763838,4341.463414634145,9.694143567167183,7.988856432832817,11.404999999999998,7.064999999999998,9.235,9.905785714285715,7.777214285714285,8.8415,153.79905759811513,4.0,14.0,21.268436578170732,97.6664199405786,3.5170009369598136,45.203252032520346,30.731707317073198,0.5035628987860997,-0.2436194895591662,-4.4038668098818485,0
2020-05-12,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,8.91,8.91,8.87,9.07,8.89,8.89,-0.112,8.89,8.9,8.949,159232486.49,17793343.0,21504.0,0.0,1774132.47,199117,209.0,4743392.85,533565,363,299290.74,33666,31,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,51.50568662817327,17.369790414793346,37.47407188371158,1.279895366218208,-9.991556138483102,1.1376564277588264,-12.843137254901949,36.77304534239362,49.27040766842546,-320.6203058929409,94.92178391958055,-71.14427860696517,0.24971484134382926,0.2725113978840736,-0.022796556540244317,-119424364.86750107,-177933.4299999962,52.02651182855424,4336.585365853657,9.694775036664357,7.989224963335644,11.404999999999998,7.064999999999998,9.235,9.929142857142859,7.7548571428571424,8.842,156.24999999999991,5.0,15.0,-9.876257661616844,92.9809624628238,3.4676007495678522,36.773045342393736,28.855721393034834,0.42231366393541275,-0.2293986636971062,-0.11235955056179536,0
2020-05-13,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,8.92,8.92,8.91,9.23,9.1,9.1,2.362,9.1,9.11,9.104,248581330.66,27304604.0,24061.0,0.0,985017.76,110428,89.0,4002225.5,439805,214,506933.7,55707,41,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,53.678242414189704,11.869433248743611,20.938636876684757,1.8238530520296,-14.509878006474853,2.3622047244094446,-6.570841889117052,31.56460389627702,37.84696709039707,-42.9217513002462,55.277161292105845,-64.89361702127661,0.23756203079649119,0.2655215244665571,-0.027959493670065894,77681665.83125104,5733966.839999975,42.981338756939344,4439.024390243901,9.698019404974566,7.9919805950254394,11.404999999999998,7.064999999999998,9.235,9.920714285714288,7.769285714285716,8.845000000000002,108.84896769793549,6.0,15.0,13.22730964901046,88.39258264093476,3.406080599654282,31.564603896277134,35.1063829787234,0.39161019576667844,-0.33007334963325363,2.3622047244094384,0
2020-05-14,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,9.06,9.06,9.06,9.52,9.22,9.22,1.319,9.22,9.23,9.276,475702208.11,51284551.0,38107.0,0.0,1191933.6,131560,191.0,5315846.32,576556,226,405726.1,44005,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,54.92104067985174,22.681992337164786,17.307072000233862,2.103615882768625,-4.290424523280147,5.612829324169533,-6.109979633401219,35.15048869129519,34.49604597665539,-8.064953305775326,52.62613747986548,-58.5106382978723,0.23490598799391726,0.2593984171720291,-0.02449242917811184,227509751.70478192,6154146.120000051,42.34178345253357,4497.560975609755,9.716560404925948,7.995439595074048,11.404999999999998,7.064999999999998,9.235,9.874571428571427,7.837428571428569,8.855999999999998,85.59892119784229,7.0,10.0,56.39073897875022,84.1263975027891,3.4048644797234258,35.1504886912953,41.4893617021277,0.3833650608640737,-0.29048843187660833,1.3186813186813295,0
2020-05-15,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,9.5,9.5,9.37,10.14,10.14,10.14,9.978,10.14,0.0,9.788,391887420.46,40038195.0,22500.0,0.0,6344119.0,667802,507.0,160181.58,15797,10,1267.5,125,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,63.09591856045217,55.555555555555564,30.03566038048794,2.8172654432669684,1.154436616747002,19.716646989374254,3.5750766087844887,55.673758865248125,40.796283817606884,56.51496278164655,37.586530358270146,-9.574468085106364,0.3035383648523684,0.26822640670809694,0.03531195814427146,236659286.3816878,36835139.4,52.517273170048135,4946.341463414633,9.74552990096381,8.046470099036192,11.404999999999998,7.064999999999998,9.235,9.91457142857143,7.877428571428572,8.896,0.03875007750015334,8.0,11.0,204.89735560194833,80.31770100783292,3.4538915837787414,55.67375886524824,90.42553191489363,0.5345461042300964,-0.11555555555555713,9.978308026030367,1
2020-05-18,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,10.6,10.6,10.2,11.13,10.27,10.27,1.282,10.27,10.28,10.703,1207506680.74,112822541.0,96644.0,0.0,17779337.6,1677296,1454.0,5696389.01,554663,242,722915.57,70391,48,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,64.08697766627914,67.39226257077951,48.54327015449991,3.714020427112319,15.407194141952395,15.523059617547785,4.369918699186992,66.64821113132422,52.49081956262262,49.28878625313466,159.63149810100182,-31.970260223048356,0.36422141378873363,0.2874254081242243,0.07679600566450934,1181538795.1326864,14666930.329999888,57.76891178525993,5009.756097560974,9.958903966304234,8.014096033695761,11.345,7.244999999999999,9.295,10.083642857142856,7.88935714285714,8.986499999999998,1.172189844379677,9.0,12.0,278.6467905520386,77.01223224093773,3.6211132670229933,66.64821113132432,68.02973977695164,0.6626571112857456,0.14106583072100215,1.2820512820512722,0
2020-05-20,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,10.33,10.33,10.07,10.65,10.21,10.21,-0.584,10.21,10.22,10.321,541959304.52,52512675.0,44464.0,0.0,2913039.34,281998,242.0,4671565.08,457548,245,1291983.61,126541,102,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,63.24280965037299,73.50182040447523,65.48321284360338,4.737148620047982,22.253354541284263,13.82385730211817,3.549695740365122,74.75150939914039,65.69115979857102,36.201424287717046,147.9684136099621,-34.200743494423776,0.4028281169293191,0.31050594988524327,0.09232216704407581,-284995841.16999966,-3150760.499999933,55.978896264703444,4980.487804878047,10.174808595787658,7.975191404212341,12.559999999999999,6.839999999999996,9.7,10.266428571428571,7.883571428571427,9.075,0.34131990302720855,2.0,13.0,161.14845500495073,74.18564304639786,3.8308906136183953,74.75150939914049,65.79925650557624,0.737058332036134,0.03338632750397357,-0.5842259006815844,0
2020-05-21,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,10.21,10.21,9.95,10.39,9.96,9.96,-2.449,9.96,9.97,10.187,212862804.0,20896450.0,22588.0,0.0,1284418.0,125800,201.0,4785789.96,480501,216,285154.8,28630,91,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,59.71338253949767,54.6612406943303,65.18510788986163,5.218405428329065,16.39921676195151,-1.9685039370078705,10.176991150442504,63.444857496901996,68.28152600912232,8.541728769467671,160.70698558752937,-43.49442379182154,0.4085418801656271,0.33011313594132,0.07842874422430707,-91918028.9999995,-5224112.5,55.02982301754787,4858.536585365852,10.333262926120888,7.990737073879114,12.559999999999999,6.839999999999996,9.7,10.389142857142858,7.934857142857144,9.162,9.111345189143297,3.0,14.0,96.4462973992456,71.76328763464409,3.9787124908947176,63.44485749690211,56.50557620817847,0.7364514841853727,0.032110091743118054,-2.4485798237022527,0
2020-05-22,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,9.96,9.96,9.85,10.17,10.02,10.02,0.602,10.02,10.04,10.055,245246871.2,24390612.0,21784.0,0.0,1139971.8,114455,166.0,3081620.94,307547,221,784596.06,78303,35,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,60.286218441630304,46.32287920331395,58.161980100706444,5.672322106862474,18.236110224507666,6.823027718550101,14.908256880733939,59.760525633266944,65.98563084310322,6.9844623564590815,175.66320768996968,-43.02325581395353,0.4131490521579977,0.34672031918465557,0.06642873297334212,-122623435.6,1463436.7199999688,56.02228511442388,4887.804878048779,10.395343626489533,8.093656373510468,12.540000000000001,6.9,9.72,10.47307142857143,8.01592857142857,9.2445,5.92569276088929,4.0,15.0,69.49599881759278,69.6375361639329,4.074969992715775,59.76052563326706,56.97674418604647,0.7336799969244996,0.06901615271659206,0.6024096385542039,0
2020-05-27,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,10.28,10.28,10.09,10.32,10.09,10.09,0.699,10.09,10.1,10.191,195310905.2,19165863.0,18396.0,0.0,1912419.24,186033,299.0,4765295.11,472279,254,865701.82,85798,47,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,60.983249285785504,33.05335968379443,44.67915986047951,4.869172848301939,20.279733025467227,8.378088077336198,14.399092970521533,56.40900041509614,59.87146118175514,6.634401616295612,155.6383712770742,-44.25531914893618,0.41763445412173006,0.3609031461720705,0.05673130794965958,165589680.4956521,1341610.4100000055,50.940421337033,4921.951219512193,10.482251600207597,8.136748399792406,12.475000000000001,7.094999999999999,9.785,10.542357142857144,8.07664285714286,9.309500000000002,3.071879127244998,5.0,15.0,76.93236714975858,67.67030125532553,4.109975994172621,56.409000415096244,55.74468085106382,0.73098426735092,0.03012048192770968,0.6986027944111804,0
2020-05-28,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,10.15,10.15,9.83,10.51,10.48,10.48,3.865,10.48,10.49,10.246,509440327.2,49719166.0,37905.0,0.0,1908037.6,187984,132.0,6674554.8,636885,259,4052112.96,386652,164,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,64.70056740568117,44.9833702882483,41.453203058452175,4.922606191504657,12.721742247275241,17.752808988764034,14.91228070175441,61.320121030069096,59.16321569281084,28.282142631585906,186.8122415397676,-28.76106194690265,0.447500402052043,0.37822259734806496,0.06927780470397804,-26221193.311764825,19390474.74000003,55.698657176691974,5112.1951219512175,10.573136694215325,8.168863305784676,12.475000000000001,7.094999999999999,9.785,10.561,8.181000000000001,9.371,4.181168812083517,6.0,15.0,79.67479674796759,65.7655485053465,4.233980795338098,61.3201210300692,71.23893805309734,0.7829610058591776,0.037558685446008315,3.8652130822596686,0
2020-05-29,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,10.55,10.55,10.2,10.63,10.2,10.2,-2.672,10.2,10.21,10.421,302973727.2,29073702.0,25751.0,0.0,8773000.2,831564,461.0,6970629.0,683395,461,1759438.8,172494,67,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,60.261453013294954,48.08943089430886,42.042053622117145,4.982265115895376,6.926324700005036,14.735658042744637,16.305587229190422,61.9443921420949,59.891171195753486,-4.58903016733536,22.528479547026432,-41.15044247787614,0.4434637469883036,0.3912708272761127,0.05219291971219092,172624565.49767327,-8140636.560000033,49.35621102327775,4975.609756097559,10.730917243124674,8.156082756875326,12.475000000000001,7.094999999999999,9.785,10.689214285714286,8.197785714285715,9.4435,7.138278655090088,7.0,11.0,79.5774005111354,63.87534430959582,4.355184636270479,61.944392142095005,58.84955752212385,0.7608057019694817,-0.5497630331753569,-2.6717557251908506,0
2020-06-10,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,10.18,10.18,10.15,10.55,10.38,10.38,2.671,10.38,10.39,10.398,283933099.48,27306592.0,19959.0,0.0,1986810.24,195168,127.0,5661065.16,545382,161,1048234.68,100986,31,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,62.063415051597694,64.75609756097553,52.60963291451085,5.473939790754426,4.915794980704217,14.065934065934083,17.82065834279227,65.63421828908542,62.96624382041659,7.890800498826694,61.549208122332885,-33.18584070796458,0.44960638194419644,0.40293793820972945,0.04666844373446699,-46139128.665498346,4915186.560000041,73.65526706194204,5063.41463414634,10.805158598436222,8.222841401563777,12.475000000000001,7.094999999999999,9.785,10.628285714285713,8.399714285714285,9.514,0.9104947264145381,8.0,12.0,79.04390331404998,61.97275738831118,4.440147709016386,65.63421828908552,66.81415929203543,0.7613233851376414,-0.04475308641975377,1.764705882352956,0
2020-06-11,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,10.35,10.35,10.27,10.63,10.38,10.38,0.0,10.38,10.39,10.496,503597251.24,47978694.0,25071.0,0.0,1408407.3,136078,200.0,7976573.28,768456,215,1953214.98,188171,41,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,62.0634150515977,61.24999999999992,58.03184281842805,5.897987339717549,7.96108771139044,12.581344902386116,0.4840271055179146,64.15929203539811,63.912634155526256,0.1843147489105146,72.1699870762728,-33.18584070796458,0.4492952682265141,0.4122094042130864,0.03708586401342773,139888125.344441,0.0,76.05516485089677,5063.41463414634,10.8998476394835,8.2771523605165,12.475000000000001,7.094999999999999,9.785,10.5785,8.5985,9.5885,0.9104947264145381,9.0,13.0,80.04462418072795,60.05635755776416,4.42611816721311,64.15929203539822,66.81415929203543,0.7485235434411547,-0.09225700164744742,0.0,0
